,ReviewBody,ReviewStar,sentiment
5514,"Best buy... Using it from 3 days; Sound quality is awesome like JBL; good battery backup.. better noise cancelling.. The best thing is getting Bluetooth earphone with one year warranty at such price.. Happy customer....
",5,2
5516,"I Love this PTron Intunes Pro Headphone Because i am a music lover. Listening music is my favourite hobby. So this is the best deal for me in this great price range. It looks so catchy and the sound quality is just Wowwww😍👍🏻. Definitely sure people should go for it. Highly recommended everyone to buy this headphone if you want to buying wireless bluetooth headphone. It fits properly in ears No pain; No Discomfort.According to the price range its a unbeatable one in this price range with fantastic clear sound and amazing battery backup compared to other Bluetooth earphones.Worth buying product... Thanx to PTron and a Big thanx to amazon for this best product deal and a great service.☺️
",5,2
2602,"Good for Base lovers. Battery backup is good and sound quality is good.
",5,2
5544,"Excellent product
",5,2
5543,"Very great product to use on daily basis  i do call and music listining for whole day still half of battery left till evening... great battery life...Very good clearity on bike also on both side call...Great bass and trouble....I will definetly recomand this product to buy...
",5,2
5542,"Good build quality; Good battery backup; ease with BT connection; good design & fit; Sound quality is very good - crisp & clear; mid tone is excellent; treble is little harsh but can be easily control through equalizer software; bass is sufficient; lastly; voice clarity through mic is excellent - best in the market (even better than Sennheiser). Most importantly; its Samsung and one can take the benefit of readily available service centres; if required.
",5,2
2603,"Battery life is awesome it lasts around 6 hours in continuous usage.Bass and bluetooth range is also good.
",5,2
5540,"It's an overall good product!!The sound quality is amazing and is definitely worth the money.The look and feel are stunning and it fits in our ears perfectly.But during phone calls the voice is not clear and the other person has issues listening our voice.Overall no regrets after buying the product.
",5,2
2604,"best earphone @1499 INRbetter than Rockerz 225.smooth sound and cool bass.material good.
",5,2
5538,"This is the best quality product in this price .
",5,2
5537,"I’m using this earphones for few day now & I can say for the price these are the best truly wireless earbuds out there in the market.*Sound quality - balanced sound with good amount of bass.*Fit & Comfort - easily you can find best fit for your ears as these earbuds comes with different sizes of earhooks & earwings; one can comfortably run with these on.*Battery life & Connectivity - battery life is good among these earbuds & can give you 9-12 hours of music play time (along with charging case).Connectivity is really good as earbuds automatically connects to your bluetooth device by just taking them out of the charging case.OVERALL IF YOU ARE ON A TIGHT BUDGET BUT STILL WANTS A GOOD SET OF TRUE WIRELESS EARBUDS THEN LOOK NO FURTHER; JUST GO FOR IT...
",5,2
5536,"Flybot Beat True Wireless Bluetooth Earphones deliver what it promises; a good sound experience. With the price tag it comes in it's pretty good deal. Light Weight.Looks 9/10Comfort 9.5/10Sound 10/10Battery 9/10
",5,2
5535,"Best sound and also great bass this product is awesome amazing I can't say about this product really really amazing
",5,2
5534,"The product is very good;the looks are amazing..worth every penny
",5,2
5533,"Mind blowing sound and design was excellent thank u amazon
",5,2
5532,"Paisa wasool product and super sound quality...
",5,2
5531,"The twin pods are just awesome sounds great and perfect for sports
",5,2
5530,"Bluetooth connectivity is working as expected and microphone also works well.very good base and sound quality
",5,2
5529,"Bluetooth connectivity is very good and battery backup is decent
",5,2
5528,"Using since 2 weeks and I'm totally in love with this pods so cute and good sound clarity;noise cancellation product
",5,2
5527,"Quality of the product is so good;and looking great;in recent times this is the best pods I have ever seen and sound clarity also very good
",5,2
5526,"This a great product.comes in a nice box and it's fit in ears perfectly and micro phone working well.sound quality is very nice
",5,2
5525,"Good looking very cute pods and worthy product
",5,2
5524,"Sound and quality was awesome as we can see the price is quite good as it is wireless..
",5,2
5523,"These pods are really awesome and good looking;sound is decent must try this;good packing
",5,2
5521,"It was superb experience vid itNice to have good sound quality base..Avoid while driving...
",5,2
5520,"Aswome bass  and sound quality is fabelous; mirch phone also working as expected.batteery life also good
",5,2
2606,"Awesome Sound; blossome Beat; Marvelous Battery and such a Handy.
",5,2
5517,"Hands-free is always something which is necessary for music lovers ..bluethooth feature makes this product super as well as good bettrey pack up time.. Noice cancellations feature... Bass setup Cool😎Happy buyer 👍
",5,2
2607,"Value of mony ;excellent product ;only charger pin very short
",5,2
5465,"This earphones are  designed to reduce external noise; typically by generating a sound wave that cancels it out.This set of Bluetooth earphones are lit as the can be used for cycling;jogging & running coz its sweatproof so no woories for damage to the earphones and also it gets cliped to the ears an will not be removed easily while cycling; running & jogging.Appart fro all this it have 1 year of warranty.This Bluetooth earphones have magnets at their plugs which helps it to be free easily it can't be easily messed up.It's a total value for money product worth to buy this Bluetooth earphones
",5,2
5463,"This PTron intunes pro headphone is too amazing; sound quality is so amazing that you cnt hear a single word from outside.I am totally in love with it. Its look so classy and rich that it gives you an amazing look.
",5,2
5462,"Build quality is good. On This price best headphone
",5,2
2628,"awesome sound quality and build quality is also good.
",5,2
2629,"One of the amazing product by boAt.
",5,2
2630,"Amazing in this segment. Go for it.
",5,2
5408,"Awesome as i expected ❤❤❤
",5,2
5406,"Good qiality
",5,2
5403,"Good
",5,2
5402,"Good stuff. Please consider.
",5,2
2633,"Excellent product at dis price. Sound is good and I love the design... Go for it. No need to think too much. It's very comfortable
",5,2
5399,"Good
",5,2
5395,"Good sound quality  easy-to-use
",5,2
2637,"Very good quality product. I impressed by battery life. And  awesome sound quality.
",5,2
5380,"Liked the product and pricing
",5,2
5379,"Good sound quality and the colour combinations used are good
",5,2
5376,"Good
",5,2
2640,"Battery life is very good and sound quality is clear and bass is very good it's impressive
",5,2
5374,"Value for money
",5,2
5373,"Awesome
",5,2
5371,"Nice Product Superb one
",5,2
5370,"Good product nice
",5,2
2642,"Its awsm i bought it at 1000bucks only battery drains fast....red colour is best ...sound is brilliant...
",5,2
5367,"Highly recommended
",5,2
2643,"Found to be good & comfortable.
",5,2
5363,"Gd one
",5,2
2644,"Awesome👏✊👍
",5,2
5360,"Good product and sound clarity superb
",5,2
5357,"Good quality ....but battery drains fast after 3hrs
",5,2
5356,"awesome product.
",5,2
5418,"Good
",5,2
5421,"Very good product
",5,2
2627,"Awesome product bass  & sound clearityi got for 1099better than any other top brandif any one is planning to buy just go for it :)
",5,2
5424,"Nice
",5,2
5461,"First time ordered this Bluetooth headphones; was afraid first but it came out pretty good. The quality is fine. The colour is good. The Bluetooth connectivity is at a very high speed; connects very quickly and easily. The buttons r perfect. Shows green n red right while on n off. The speakers have a magnetic joint. The sound quality is pretty good n clear. Can be controlled with the volume buttons. The noise cancellation is a great feature; soundproofs extra voices around. The moisture wicking ear plugs r an extra advantage. Helps in keeping the sweat away. Battery works for quite a good 4 hrs. Comes with charging USB.
",5,2
5460,"The product is amazing with a great battery life (usage after 1 week) and noise cancellation and sound quality are top notch not only that but it has such low weight and the package is perfect.
",5,2
5456,"sound quality is to good. controllable noise cancellation and moisture wicking is very good.
",5,2
5455,"I've been using the product from past week and I've been surprised by it's performance.. let's talk about few things i really liked.- it's very light weight- battery last around 6 - 8 hours depending on usage.- it fit perfectly for my ear with the support given (people may have issues if they hav small ears)- sound is clear and crisp.Although base could hav been better but you can't ask for much at this price as i have used heavier one they fall out while jogging so this one seems like a better choice.
",5,2
